,Lat,Lon,Base,hour,weekday
369150,40.7276,-74.0014,3,22,2
263150,40.7521,-73.9737,2,20,2
305198,40.7313,-73.9912,2,19,0
48361,40.7499,-74.0026,1,21,4
305710,40.7522,-73.9856,2,21,0
310276,40.7628,-73.989,2,22,2
445395,40.7515,-74.0066,3,16,6
423065,40.7219,-74.0041,3,0,3
517225,40.714,-73.9908,3,17,2
503508,40.778,-73.9455,3,6,0
336247,40.7204,-73.9893,3,14,6
232807,40.7188,-74.0025,2,17,0
107221,40.7342,-73.9949,1,7,5
515118,40.7512,-74.0354,3,12,2
380573,40.7261,-74.0057,3,17,1
288808,40.7492,-73.9923,2,7,1
132601,40.8196,-73.9383,1,8,2
29538,40.7653,-73.9717,0,19,2
83364,40.7237,-74.0015,1,15,4
382894,40.705,-74.0113,3,19,1
424833,40.7268,-73.9566,3,12,3
355876,40.7288,-73.9923,3,17,0
129820,40.7377,-74.0057,1,19,0
158860,40.7587,-73.9893,1,6,4
125134,40.7346,-73.9999,1,22,4
370489,40.7399,-74.0056,3,0,3
302085,40.7624,-73.9972,2,2,0
63803,40.7253,-73.9778,1,12,3
61045,40.7433,-73.982,1,22,2
445813,40.7432,-73.9914,3,17,6
98559,40.7406,-74.0078,1,23,2
21659,40.7259,-73.9896,0,12,2
154186,40.764,-73.9558,1,15,6
176142,40.6792,-73.9272,1,0,2
210294,40.7112,-74.01,1,14,6
320204,40.7582,-73.9784,2,1,6
163872,40.771,-73.866,1,19,4
551389,40.7398,-73.9952,3,19,6
533228,40.7194,-74.0042,3,5,5
230742,40.7951,-73.9763,2,8,0
262047,40.7565,-73.9832,2,15,2
431242,40.7565,-74.0015,3,17,1
277990,40.7552,-73.9788,2,14,4
41464,40.7801,-73.961,1,15,6
555568,40.7529,-73.978,4,20,4
393870,40.6921,-73.9535,3,13,6
29686,40.7179,-74.0072,0,20,2
466974,40.7507,-73.9879,3,16,2
201211,40.7248,-73.9989,1,16,5
518806,40.6619,-73.9576,3,19,2
363312,40.7404,-74.004,3,11,2
387557,40.7243,-73.9977,3,14,5
563907,40.7246,-73.9934,4,23,5
207107,40.7838,-73.9801,1,8,6
128949,40.7631,-73.9695,1,17,0
50083,40.726,-73.9918,1,7,0
89393,40.8074,-73.9645,1,15,0
267162,40.7178,-74.0035,2,11,1
24151,40.7647,-73.9794,0,15,5
335092,40.768,-73.9625,3,10,6
218539,40.7388,-74.0025,1,23,6
208203,40.7696,-73.9806,1,10,6
172578,40.7052,-74.0172,1,19,0
188564,40.6785,-73.9552,1,14,3
383870,40.7268,-73.9945,3,21,1
346242,40.7234,-74.0089,3,18,4
328635,40.7702,-73.8646,3,10,5
109221,40.7187,-74.0104,1,15,5
335768,40.6666,-73.7798,3,12,6
320106,40.7603,-73.9744,2,23,5
278420,40.7769,-73.8974,2,16,4
352858,40.6956,-74.1782,3,12,0
460168,40.7361,-73.9937,3,15,0
278343,40.7579,-73.9732,2,16,4
163265,40.7199,-74.0026,1,18,4
515987,40.7179,-74.0125,3,15,2
335840,40.7646,-73.9792,3,13,6
463197,40.6872,-73.9766,3,22,0
488690,40.723,-74.005,3,12,6
236253,40.7449,-73.9782,2,12,2
434681,40.6632,-73.9827,3,10,5
100706,40.7543,-73.9674,1,13,3
86975,40.7291,-73.9518,1,4,0
115170,40.7393,-73.9912,1,14,6
394731,40.7408,-73.9798,3,15,6
42398,40.6752,-73.9993,1,18,6
404785,40.7612,-73.9732,3,19,4
551895,40.7234,-73.9519,3,20,6
242840,40.7714,-73.9809,2,10,1
536071,40.6981,-73.975,3,14,5
530719,40.6653,-73.9896,3,16,1
107575,40.7234,-74.0007,1,9,5
74464,40.738,-73.9888,1,18,5
393272,40.7423,-73.953,3,10,6
470802,40.7097,-74.0151,3,8,3
382636,40.7217,-73.958,3,19,1
556010,40.7438,-73.9879,4,19,0
463420,40.7461,-73.9779,3,22,0
475399,40.7439,-73.9951,3,7,1
550716,40.7747,-73.9623,3,19,6
384263,40.7441,-73.9976,3,22,1
14872,40.7247,-73.982,0,21,2
132021,40.7147,-74.0091,1,1,2
173455,40.7545,-73.9799,1,20,0
390178,40.7551,-73.9765,3,20,5
447786,40.774,-73.8718,3,21,6
167846,40.7548,-73.9975,1,8,0
339390,40.75,-73.9913,3,20,6
19068,40.764,-73.9706,0,21,6
373537,40.7449,-73.9482,3,14,3
38891,40.7592,-73.9791,1,21,5
458550,40.7587,-73.9773,3,10,0
112798,40.7096,-74.0117,1,23,5
420513,40.7116,-73.9649,3,20,2
433817,40.7788,-73.9761,3,7,5
444209,40.7588,-73.9741,3,14,6
285980,40.7205,-74.0438,2,21,2
365316,40.7583,-73.9709,3,17,2
374434,40.6458,-73.7768,3,17,3
495591,40.7333,-73.999,3,8,4
66396,40.7303,-73.9937,1,7,1
411133,40.7502,-73.9771,3,16,0
131122,40.7736,-73.9852,1,22,0
112117,40.7546,-73.9714,1,21,5
197964,40.7418,-73.9805,1,8,5
17108,40.7704,-73.9601,0,13,5
555147,40.7649,-73.9797,4,17,6
150542,40.7458,-73.9842,1,21,5
397175,40.7646,-73.977,3,20,6
444141,40.757,-73.9688,3,14,6
102217,40.7376,-74.0318,1,20,3
35313,40.7601,-73.9819,0,21,6
444147,40.7556,-73.9799,3,14,6
96484,40.7256,-74.0092,1,18,2
442202,40.7736,-73.9816,3,7,6
273212,40.7647,-73.9835,2,6,6
510974,40.7716,-73.9613,3,22,0
468006,40.7328,-73.9863,3,19,2
400564,40.7683,-73.8622,3,11,4
86630,40.7412,-74.0061,1,23,4
297409,40.7322,-73.9926,2,22,6
181907,40.7127,-73.9567,1,18,2
121273,40.7193,-73.9856,1,14,4
312938,40.7332,-74.0095,2,19,3
328093,40.8093,-73.9413,3,8,5
51790,40.7211,-74.0004,1,14,0
190239,40.7189,-73.9502,1,19,3
291302,40.6962,-73.9425,2,8,5
178070,40.7622,-73.9588,1,10,2
53372,40.7533,-73.9814,1,17,0
414269,40.7241,-73.9979,3,22,0
346627,40.6424,-73.9666,3,19,4
336692,40.7231,-74.0062,3,15,6
252870,40.7741,-73.9488,2,6,4
480088,40.7197,-74.0081,3,6,5
102873,40.7192,-73.9643,1,5,1
503565,40.7226,-74.0105,3,6,0
228718,40.6782,-73.9671,2,19,4
457863,40.7448,-73.9889,3,7,0
332422,40.7016,-73.9442,3,21,5
434135,40.7001,-73.8076,3,8,5
110894,40.7546,-73.966,1,19,5
323566,40.7499,-74.0055,2,16,6
248674,40.7227,-74.0044,2,20,5
12122,40.7423,-73.9874,0,17,4
348822,40.7234,-74.0096,3,22,4
226066,40.6952,-74.1784,2,6,4
478561,40.7277,-73.9933,3,19,1
384709,40.7513,-74.0029,3,3,5
140997,40.7772,-73.9551,1,6,1
168230,40.751,-73.9778,1,9,0
228109,40.7188,-74.0097,2,17,4
404083,40.7445,-73.9945,3,18,4
463645,40.7689,-73.9822,3,22,0
492748,40.7091,-74.0115,3,20,6
432692,40.7722,-73.9826,3,22,1
437406,40.6913,-73.9978,3,17,5
224080,40.7442,-73.992,2,16,6
56029,40.7709,-73.8659,1,22,0
265774,40.7795,-73.9613,2,17,3
234153,40.7311,-73.9952,2,20,0
114889,40.6917,-73.9596,1,13,6
96421,40.7397,-73.9812,1,18,2
283891,40.741,-74.0078,2,1,2
337256,40.7515,-74.0066,3,16,6
530014,40.7717,-73.9612,3,15,1
30923,40.6879,-74.1815,0,4,1
428167,40.7113,-73.9577,3,6,1
435881,40.745,-73.9939,3,14,5
186991,40.7658,-73.9828,1,7,3
69418,40.7307,-74.009,1,18,1
471767,40.7721,-73.9827,3,13,3
340642,40.7821,-73.946,3,0,4
443622,40.7376,-74.0035,3,12,6
287992,40.7269,-74.0,2,19,3
23438,40.7435,-73.9839,0,17,1
336781,40.7103,-73.9847,3,15,6
82179,40.7524,-73.9754,1,10,4
351078,40.7471,-73.9738,3,7,0
495074,40.719,-73.9963,3,7,4
336444,40.7278,-73.991,3,14,6
361031,40.6733,-73.9615,3,23,0
29742,40.8127,-74.2585,0,21,2
95454,40.7444,-73.9886,1,16,2
12643,40.756,-73.9927,0,1,0
277438,40.7621,-73.9785,2,11,4
50372,40.7204,-73.9882,1,8,0
377616,40.7321,-74.0077,3,8,1
376040,40.7246,-73.9957,3,1,1
269828,40.6915,-74.1772,2,11,5
148353,40.7068,-74.0054,1,16,5
258035,40.7802,-73.961,2,12,0
126689,40.7154,-74.0147,1,8,0
25660,40.7339,-74.0051,0,20,6
206478,40.7765,-73.9463,1,7,6
318407,40.7516,-73.9903,2,17,5
219810,40.7348,-74.0045,2,10,5
28766,40.7243,-74.0021,0,6,2
218439,40.7265,-74.0023,1,22,6
80411,40.6777,-74.0004,1,22,6
135873,40.7236,-74.0109,1,21,2
454170,40.7095,-74.0179,3,18,4
17909,40.7391,-74.0011,0,21,5
229068,40.7501,-73.9948,2,20,4
405815,40.7203,-73.9885,3,21,4
151966,40.7167,-74.0095,1,7,6
237181,40.7447,-73.9812,2,17,2
246937,40.7465,-73.9823,2,10,5
522899,40.72,-74.0002,3,3,3
392399,40.7677,-73.9664,3,7,6
146000,40.7474,-74.0015,1,8,5
452542,40.705,-74.0115,3,16,4
375640,40.7323,-73.9805,3,21,3
10509,40.6949,-74.178,0,11,6
212519,40.7257,-74.0091,1,16,6
68035,40.7685,-73.9576,1,15,1
194887,40.7549,-73.9939,1,17,1
501179,40.76,-73.9702,3,20,4
381659,40.7614,-73.9859,3,18,1
41756,40.7533,-73.992,1,16,6
125727,40.7442,-74.0067,1,0,0
447706,40.7391,-73.9873,3,21,6
394590,40.7868,-73.9809,3,15,6
157067,40.7448,-73.9809,1,20,6
83407,40.7257,-73.9975,1,15,4
461656,40.6705,-73.9874,3,18,0
433067,40.7804,-73.9855,3,3,5
460620,40.7203,-74.003,3,16,0
463861,40.7216,-73.9582,3,23,0
546992,40.7417,-74.0049,3,15,6
101490,40.7694,-73.9954,1,16,3
67026,40.7646,-73.9549,1,10,1
344108,40.7738,-73.9801,3,15,4
400479,40.7435,-73.9865,3,11,4
496768,40.688,-73.9975,3,13,4
401596,40.7741,-73.8723,3,14,4
294096,40.743,-74.0001,2,6,6
248086,40.7549,-74.0,2,17,5
229392,40.7346,-73.9988,2,21,4
240458,40.7151,-73.9648,2,13,3
503853,40.7531,-73.9748,3,7,0
187564,40.7826,-73.957,1,11,3
268714,40.7572,-73.9856,2,22,1
224502,40.7261,-73.9996,2,17,6
432674,40.7786,-73.9888,3,22,1
347923,40.6835,-73.9665,3,21,4
282726,40.7266,-73.9922,2,18,0
453479,40.7555,-73.9947,3,17,4
525893,40.7723,-73.9627,3,18,3
466596,40.7551,-73.9862,3,15,2
307941,40.708,-73.9215,2,14,2
277728,40.748,-73.9928,2,12,4
89526,40.7643,-73.9709,1,15,0
222578,40.7729,-73.9494,2,7,6
342834,40.7173,-74.0161,3,11,4
321707,40.7092,-74.0022,2,10,6
430723,40.759,-73.9765,3,16,1
197301,40.7755,-73.9501,1,6,5
474112,40.7405,-73.9891,3,21,3
27371,40.7797,-73.9541,0,7,0
199339,40.7573,-73.9824,1,13,5
32388,40.7146,-74.0089,0,14,5
340655,40.7574,-73.9852,3,0,4
561581,40.7495,-74.0029,4,14,6
516473,40.7582,-73.9928,3,16,2
182549,40.7158,-74.0036,1,19,2
28975,40.7702,-73.9805,0,13,2
283006,40.7423,-74.0044,2,20,0
28256,40.7573,-73.9781,0,19,0
166494,40.733,-74.0067,1,23,4
297721,40.7264,-74.0039,2,3,4
548939,40.7739,-73.8726,3,17,6
302465,40.7192,-73.964,2,7,0
419581,40.7199,-73.9641,3,18,2
159443,40.7385,-73.9994,1,7,4
279698,40.7585,-73.9871,2,20,4
160468,40.7518,-73.9927,1,11,4
24037,40.7512,-73.9795,0,14,5
252482,40.7192,-73.9943,2,22,6
402469,40.7398,-73.9951,3,16,4
42997,40.7625,-73.9729,1,20,6
309491,40.7839,-73.9503,2,19,2
363688,40.711,-74.0066,3,12,2
440425,40.7404,-74.0058,3,21,5
362555,40.7244,-74.0021,3,7,2
118533,40.7569,-73.9864,1,23,6
516934,40.7898,-73.9772,3,16,2
163790,40.7079,-74.0015,1,18,4
92017,40.7331,-73.9913,1,21,0
83544,40.7629,-73.9784,1,15,4
429511,40.7594,-73.9956,3,11,1
556176,40.7357,-73.957,4,0,2
401098,40.7247,-74.0077,3,13,4
207356,40.7363,-73.9922,1,8,6
62396,40.7299,-74.0092,1,0,3
151612,40.7249,-74.0016,1,6,6
254020,40.6548,-73.9109,2,13,4
343822,40.7334,-74.0083,3,14,4
342526,40.884,-73.9126,3,10,4
560358,40.6785,-73.9684,4,18,0
140264,40.7138,-73.9595,1,21,3
316195,40.6455,-73.7767,2,5,5
260618,40.7148,-73.9915,2,23,0
158623,40.645,-73.7818,1,4,4
73109,40.7627,-73.9675,1,14,5
508743,40.7355,-73.9828,3,18,0
487954,40.7368,-73.9553,3,9,6
510520,40.7342,-74.0062,3,21,0
282808,40.617,-74.0315,2,19,0
412589,40.7499,-73.9938,3,18,0
384328,40.7179,-73.993,3,22,1
459770,40.6567,-74.0069,3,14,0
436413,40.7713,-73.9567,3,15,5
50802,40.7521,-73.9861,1,11,0
315748,40.6859,-73.9885,2,20,1
25126,40.7619,-73.9674,0,15,6
174029,40.787,-73.9419,1,21,0
494595,40.7373,-74.0082,3,6,4
178318,40.7351,-74.0074,1,11,2
554716,40.746,-73.9785,4,12,5
533107,40.7757,-73.9837,3,4,5
111905,40.7263,-74.0057,1,20,5
113489,40.7915,-73.9782,1,7,6
25500,40.7557,-73.9821,0,19,6
316936,40.7055,-74.0069,2,9,5
319158,40.7012,-73.9776,2,19,5
464175,40.747,-73.9899,3,0,2
505880,40.7183,-73.9854,3,13,0
540290,40.7345,-73.9922,3,21,5
31928,40.7403,-73.9882,0,6,5
279706,40.7554,-73.9842,2,20,4
331893,40.7741,-73.8721,3,19,5
391212,40.642,-73.7884,3,23,5
484399,40.7639,-73.9759,3,18,5
535359,40.749,-74.0051,3,12,5
248131,40.7217,-74.01,2,17,5
564236,40.7228,-74.0082,4,16,6
171940,40.7434,-73.9882,1,18,0
7672,40.8645,-73.8683,0,19,3
334624,40.6934,-73.9888,3,8,6
557610,40.7586,-73.9748,4,21,6
166969,40.7775,-73.9488,1,3,0
298224,40.7242,-73.9883,2,7,4
454075,40.7419,-74.0009,3,18,4
70213,40.7504,-73.9915,1,19,1
130356,40.7368,-73.9817,1,20,0
491066,40.7244,-73.9833,3,17,6
4683,40.7454,-73.9904,0,16,0
30809,40.714,-73.9616,0,20,3
527051,40.6997,-73.9501,3,23,3
259155,40.7091,-73.9685,2,17,0
479169,40.7635,-73.9812,3,21,1
464500,40.7369,-74.0311,3,1,2
114783,40.7271,-74.0073,1,13,6
465712,40.7603,-73.9892,3,11,2
411378,40.763,-73.9776,3,17,0
398402,40.741,-74.0073,3,0,4
89580,40.7728,-73.9618,1,16,0
466119,40.7388,-73.9926,3,13,2
500055,40.7742,-73.9618,3,18,4
257180,40.7613,-73.9734,2,7,0
48909,40.7641,-73.9772,1,22,4
277183,40.6448,-73.7824,2,9,4
120405,40.7228,-73.9944,1,11,4
269666,40.7344,-74.009,2,10,5
556561,40.7325,-73.9877,4,1,3
303958,40.6415,-73.788,2,15,0
561038,40.7641,-73.9826,4,9,1
56140,40.7175,-73.9648,1,23,0
101282,40.6448,-73.7822,1,15,3
419725,40.6824,-73.9961,3,18,2
219449,40.7885,-73.9792,2,8,5
538587,40.7376,-74.0094,3,18,5
180666,40.6967,-73.9831,1,17,2
228958,40.7567,-73.9719,2,20,4
43451,40.7817,-73.9486,1,21,6
61174,40.7269,-73.9939,1,22,2
14997,40.8084,-73.9524,0,23,2
10056,40.679,-73.9756,0,20,5
232341,40.7192,-73.9854,2,16,0
153182,40.7927,-73.9473,1,12,6
295631,40.6449,-73.7821,2,16,6
261374,40.6934,-73.9559,2,11,2
410150,40.7595,-73.9728,3,14,0
68573,40.7641,-73.9739,1,17,1
242218,40.7686,-73.9538,2,6,1
273583,40.7518,-73.9929,2,8,6
281755,40.6704,-73.9552,2,14,0
18274,40.7794,-73.9877,0,9,6
367429,40.7247,-74.0026,3,20,2
370238,40.7224,-73.9917,3,0,3
69247,40.7454,-73.9948,1,18,1
534954,40.7699,-73.961,3,11,5
158401,40.7175,-74.0145,1,0,4
232464,40.7272,-74.0057,2,16,0
465990,40.6703,-73.9581,3,13,2
374376,40.7621,-73.9856,3,17,3
256225,40.7478,-73.9929,2,21,4
323081,40.7276,-74.0073,2,15,6
162022,40.7643,-73.9709,1,16,4
46696,40.7207,-74.0119,1,17,4
142250,40.741,-74.0017,1,13,1
121310,40.7612,-73.9836,1,15,4
15540,40.7358,-74.0018,0,15,3
303755,40.7231,-73.9989,2,14,0
529568,40.7248,-73.9972,3,13,1
344287,40.7602,-73.9767,3,15,4
517025,40.7912,-73.9397,3,16,2
238728,40.7591,-73.9873,2,22,2
219508,40.7321,-73.996,2,8,5
509032,40.7346,-74.0007,3,19,0
560839,40.7209,-74.0038,4,14,3
93845,40.7386,-73.9865,1,8,2
491876,40.7459,-73.982,3,19,6
536374,40.7459,-74.0075,3,15,5
56668,40.7216,-74.0408,1,1,2
41553,40.7741,-73.873,1,15,6
91522,40.7638,-73.9792,1,20,0
491662,40.7205,-74.0051,3,18,6
210542,40.6454,-73.7822,1,14,6
383759,40.783,-73.953,3,21,1
413233,40.749,-73.9819,3,20,0
371362,40.7144,-73.9338,3,2,3
386611,40.7404,-73.9249,3,10,5
101839,40.7547,-73.9661,1,18,3
129463,40.7742,-73.9176,1,18,0
418354,40.7277,-73.9799,3,16,2
334630,40.7179,-74.0072,3,8,6
213527,40.7395,-73.9924,1,17,6
155884,40.7525,-73.9675,1,18,6
421432,40.7281,-73.9942,3,22,2
524287,40.7721,-73.9562,3,13,3
24350,40.7242,-74.0,0,17,5
311726,40.6925,-74.1768,2,12,3
312240,40.7529,-73.9973,2,15,3
303576,40.706,-74.0087,2,14,0
487182,40.7428,-73.9947,3,7,6
440103,40.7555,-73.9701,3,21,5
89153,40.7177,-73.9828,1,14,0
177054,40.7275,-73.994,1,2,2
91971,40.6718,-73.9635,1,21,0
208947,40.7414,-73.985,1,12,6
243307,40.7485,-73.9754,2,14,1
249502,40.7624,-73.9651,2,6,6
1537,40.7049,-74.0096,0,13,6
503347,40.7617,-73.9703,3,5,0
116425,40.7388,-74.0081,1,17,6
485397,40.711,-73.95,3,20,5
67838,40.7332,-73.9966,1,15,1
544976,40.706,-74.0175,3,12,6
253091,40.7771,-73.9779,2,7,4
450128,40.7822,-73.9562,3,9,4
149301,40.7336,-73.9919,1,18,5
93294,40.7269,-74.0036,1,1,2
413896,40.7289,-73.4225,3,21,0
453412,40.7701,-73.9614,3,17,4
441941,40.7782,-73.9605,3,6,6
542285,40.7751,-73.989,3,7,6
77478,40.7616,-73.9728,1,12,6
39286,40.7605,-73.9898,1,0,6
246169,40.6539,-73.9548,2,6,5
112775,40.7578,-73.9871,1,23,5
443297,40.7105,-73.9848,3,10,6
396166,40.7824,-73.9807,3,18,6
529086,40.645,-73.7818,3,10,1
510414,40.7356,-73.9924,3,21,0
406646,40.7375,-74.0075,3,23,4
509861,40.6415,-73.7875,3,20,0
416247,40.7327,-73.9982,3,8,2
218706,40.7641,-73.9825,1,23,6
392105,40.7501,-73.984,3,7,6
520711,40.7146,-73.9986,3,22,2
410884,40.7545,-73.9925,3,16,0
551325,40.7448,-73.984,3,19,6
340241,40.7446,-73.9795,3,22,6
242304,40.7474,-73.9804,2,7,1
331121,40.7197,-73.9579,3,18,5
55089,40.8935,-73.9742,1,21,0
248622,40.7499,-74.0061,2,20,5
37871,40.7275,-73.9939,1,17,5
203485,40.7444,-73.9728,1,19,5
263961,40.7392,-74.0027,2,23,2
80378,40.7045,-74.0101,1,21,6
24408,40.7642,-73.9867,0,18,5
88313,40.7754,-73.9649,1,11,0
275538,40.758,-73.9733,2,19,6
141585,40.7449,-73.9859,1,9,1
559954,40.7612,-73.9734,4,16,4
224367,40.7478,-74.0098,2,17,6
323837,40.7595,-73.9723,2,17,6
535953,41.0764,-73.4741,3,14,5
359886,40.7259,-73.9927,3,21,0
81274,40.7804,-73.9518,1,6,4
189704,40.7163,-74.0112,1,17,3
528729,40.7825,-73.9806,3,9,1
385345,40.7688,-73.9926,3,6,5
198433,40.7385,-73.9973,1,9,5
31389,40.7714,-73.9895,0,15,1
499785,40.7302,-73.9865,3,18,4
397625,40.7627,-73.9654,3,21,6
236453,40.724,-74.0012,2,14,2
165099,40.7402,-73.9947,1,20,4
192719,40.7277,-74.0072,1,10,1
253151,40.7666,-73.9713,2,7,4
462197,40.7183,-74.0032,3,19,0
438823,40.7525,-73.9793,3,19,5
515446,40.7265,-73.9992,3,13,2
548062,40.6989,-73.9956,3,16,6
544012,40.6758,-73.9691,3,10,6
332671,40.7367,-74.0046,3,21,5
267777,40.7514,-73.98,2,16,1
128766,40.6733,-73.9688,1,16,0
535948,40.6959,-73.9938,3,14,5
493543,40.7682,-73.9588,3,22,6
442050,40.7807,-73.9963,3,6,6
345718,40.7194,-73.9911,3,17,4
69897,40.7537,-73.9842,1,19,1
319853,40.7579,-73.9819,2,21,5
346073,40.7409,-73.9917,3,18,4
544690,40.7219,-74.0029,3,11,6
266596,40.7435,-73.9739,2,6,1
485588,40.6855,-73.9873,3,21,5
286459,40.7196,-73.9877,2,0,3
96036,40.7402,-74.0059,1,17,2
304777,40.7411,-74.0078,2,18,0
531708,40.7569,-73.989,3,19,1
126182,40.7876,-73.9728,1,6,0
123674,40.8083,-73.9634,1,19,4
369571,40.7219,-73.9934,3,23,2
296695,40.7448,-73.9972,2,19,6
115561,40.734,-73.9806,1,15,6
258015,40.7652,-73.9751,2,12,0
335881,40.7732,-73.9626,3,13,6
18221,40.7702,-73.9639,0,7,6
490372,40.7164,-74.0067,3,16,6
443738,40.6415,-73.7881,3,12,6
243422,40.7797,-73.9461,2,15,1
349180,40.7627,-73.9821,3,22,4
506993,40.7456,-73.9866,3,16,0
61884,40.7192,-73.9584,1,23,2
362525,40.7456,-74.0381,3,7,2
417768,40.7705,-73.8756,3,15,2
382687,40.7617,-73.979,3,19,1
383935,40.7168,-74.0091,3,21,1
501529,40.7503,-73.9755,3,21,4
318438,40.7264,-74.0075,2,17,5
168539,40.7584,-73.9775,1,10,0
63846,40.7554,-73.9736,1,13,3
473388,40.7114,-73.9882,3,19,3
366168,40.7751,-73.954,3,18,2
363241,40.7466,-73.9757,3,11,2
14618,40.7083,-74.0004,0,18,2
400841,40.7209,-74.0038,3,12,4
474693,40.6441,-73.7838,3,5,1
306020,40.7289,-73.9767,2,22,0
229742,40.7612,-73.9782,2,22,4
106735,40.7588,-73.9895,1,4,5
317046,40.7644,-73.9733,2,10,5
141722,40.6606,-73.9538,1,9,1
85401,40.7518,-73.9846,1,19,4
470596,40.6839,-73.9509,3,5,3
563119,40.7226,-73.9881,4,10,3
456758,40.7233,-73.9912,3,23,4
98364,40.7272,-74.0055,1,22,2
170023,40.7744,-73.9567,1,15,0
539713,40.8084,-73.9662,3,20,5
240800,40.7634,-73.9748,2,15,3
460410,40.7151,-74.0069,3,16,0
377758,40.7139,-73.992,3,9,1
40761,40.7481,-74.0072,1,11,6
342685,40.7617,-73.9655,3,10,4
200322,40.7726,-73.9495,1,15,5
196872,40.7212,-74.0001,1,1,5
398864,40.7332,-73.9957,3,6,4
483565,40.7677,-73.9664,3,17,5
456979,40.7528,-74.0375,3,0,0
169546,40.8931,-73.8999,1,14,0
190911,40.7683,-73.8622,1,22,3
458563,40.7614,-73.9722,3,10,0
273953,40.7065,-74.0094,2,11,6
374926,40.6907,-73.9379,3,18,3
322819,40.7411,-73.9944,2,14,6
32863,40.758,-73.9755,0,18,5
173742,40.727,-74.002,1,21,0
221936,40.7267,-73.9923,2,22,5
541519,40.7187,-74.0026,3,4,6
474411,40.7096,-74.0149,3,0,1
314917,40.7249,-74.0076,2,16,1
239379,40.6769,-73.9802,2,1,3
84431,40.7586,-73.9814,1,17,4
386256,40.7921,-73.9679,3,8,5
514310,40.7615,-73.9997,3,8,2
468055,40.7685,-73.982,3,19,2
148789,40.737,-73.9901,1,17,5
220814,40.7638,-73.9775,2,17,5
417352,40.7122,-73.9569,3,13,2
231368,40.7452,-74.0078,2,11,0
399369,40.6807,-73.9581,3,7,4
395154,40.7551,-73.9797,3,16,6
209495,40.755,-73.9869,1,13,6
437798,40.7189,-74.0012,3,17,5
60641,40.7695,-73.9826,1,21,2
163758,40.6915,-73.9844,1,18,4
394079,40.672,-74.0105,3,14,6
469004,40.7224,-73.9832,3,21,2
278702,40.7365,-74.0017,2,17,4
200280,40.7452,-73.9867,1,15,5
188855,40.7801,-73.9843,1,15,3
217074,40.7649,-73.9963,1,21,6
167772,40.7287,-73.9785,1,7,0
273118,40.7765,-73.9467,2,6,6
472021,40.7127,-73.9625,3,14,3
145948,40.7189,-74.0033,1,7,5
555143,40.7557,-73.9727,4,17,6
80806,40.7185,-73.9863,1,2,4
298644,40.7152,-74.0055,2,10,4
556427,40.7485,-73.9426,4,20,2
355412,40.7247,-73.9974,3,16,0
276499,40.7721,-73.8739,2,3,4
80157,40.6457,-73.7767,1,21,6
360856,40.6766,-74.0132,3,22,0
58185,40.7109,-73.9623,1,15,2
282626,40.7829,-73.9558,2,18,0
252963,40.66,-73.9547,2,6,4
134985,40.7596,-73.9758,1,18,2
100373,40.7417,-74.0036,1,11,3
483354,40.7115,-74.0156,3,16,5
474131,40.714,-73.9601,3,22,3
67190,40.7715,-73.9825,1,11,1
409093,40.7573,-73.9796,3,11,0
161550,40.7505,-73.9832,1,15,4
188317,40.7261,-73.9837,1,14,3
121240,40.769,-73.9683,1,14,4
14200,40.7212,-74.0333,0,11,2
71080,40.7423,-74.0045,1,23,1
222369,40.7741,-73.991,2,6,6
464973,40.646,-73.7768,3,6,2
424124,40.7897,-73.8517,3,9,3
373000,40.6704,-73.9836,3,13,3
221343,40.6446,-73.7832,2,19,5
136380,40.7243,-74.0099,1,22,2
447362,40.7189,-74.0105,3,20,6
562839,40.7567,-74.0014,4,17,2
148920,40.7564,-73.9703,1,17,5
390384,40.758,-73.9722,3,20,5
380049,40.7545,-73.9827,3,16,1
393877,40.7021,-73.9896,3,13,6
504874,40.7617,-73.9709,3,10,0
182843,40.7324,-74.0035,1,20,2
212714,40.7502,-73.9747,1,17,6
337007,40.7911,-73.9672,3,16,6
397300,40.7585,-73.9728,3,20,6
410917,40.7244,-73.9943,3,16,0
188204,40.7798,-73.9878,1,13,3
176221,40.7423,-74.0043,1,0,2
462024,40.7738,-73.8721,3,19,0
24070,40.7553,-73.9755,0,15,5
348756,40.7633,-73.9794,3,22,4
149135,40.7586,-73.9676,1,17,5
456753,40.7117,-74.0076,3,23,4
44132,40.7187,-73.9621,1,6,4
552550,40.7518,-73.9937,3,20,6
105361,40.7437,-73.9948,1,17,1
150456,40.7304,-73.9845,1,21,5
139011,40.7156,-74.016,1,16,3
150591,40.7593,-73.9868,1,21,5
187892,40.7456,-74.008,1,12,3
20871,40.721,-74.0031,0,13,0
269650,40.7297,-73.9849,2,10,5
218103,40.7178,-74.0106,1,22,6
492455,40.7561,-73.9727,3,20,6
445483,40.7724,-73.9885,3,17,6
435491,40.6419,-73.788,3,13,5
359702,40.7653,-73.9754,3,21,0
33627,40.7461,-73.9723,0,8,6
353756,40.7552,-73.9764,3,14,0
280812,40.7233,-73.9913,2,7,0
100040,40.7285,-73.9912,1,9,3
430744,40.7221,-74.0082,3,16,1
524844,40.7578,-73.9891,3,15,3
280930,40.7672,-73.9843,2,8,0
374710,40.7562,-73.9697,3,18,3
556280,40.7602,-73.9773,4,14,2
87763,40.7338,-73.9994,1,8,0
